Date,Open,High,Low,Close,Adj Close,Volume,Class
2/10/2009,676.48999,686.570007,645.880005,648.650024,648.650024,0,Train
2/11/2009,650.099976,654.609985,634.090027,645.440002,645.440002,0,Train
2/12/2009,636.599976,656.809998,630.52002,655.830017,655.830017,0,Train
2/13/2009,654.450012,661.02002,649.440002,654.5,654.5,0,Train
2/17/2009,631.039978,633.679993,621.049988,622.179993,622.179993,0,Train
2/18/2009,625.72998,635.580017,615.070007,623.940002,623.940002,0,Train
2/19/2009,628.669983,630.929993,604.349976,604.869995,604.869995,0,Train
2/20/2009,598.070007,614.530029,596.530029,608.460022,608.460022,0,Train
2/23/2009,612.159973,612.159973,581.369995,582.679993,582.679993,0,Train
2/24/2009,590,612.659973,587.799988,609.669983,609.669983,0,Train
2/25/2009,604.830017,626.840027,596.77002,614.460022,614.460022,0,Train
2/26/2009,618.679993,629.02002,602.609985,603.570007,603.570007,0,Train
2/27/2009,597.5,615.23999,595.900024,603.549988,603.549988,0,Train
3/2/2009,593.200012,604,575.109985,576.349976,576.349976,0,Train
3/3/2009,586.909973,594.349976,576.02002,583.609985,583.609985,0,Train
3/4/2009,593.619995,612.099976,593.619995,603.890015,603.890015,0,Train
3/5/2009,595.5,605.340027,584.700012,585.119995,585.119995,0,Train
3/6/2009,594.460022,599.780029,571.22998,582.390015,582.390015,0,Train
3/9/2009,578.960022,596.919983,566.669983,568.169983,568.169983,0,Train
3/10/2009,578.320007,610.52002,578.320007,610.52002,610.52002,0,Train
3/11/2009,614.880005,627.929993,607.130005,623.26001,623.26001,0,Train
3/12/2009,621.890015,644.380005,617.130005,643.380005,643.380005,0,Train
3/13/2009,641.650024,649.25,635.97998,646.72998,646.72998,0,Train
3/16/2009,651.22998,651.359985,629.539978,630.679993,630.679993,0,Train
3/17/2009,633.340027,656.969971,629.140015,656.969971,656.969971,0,Train
3/18/2009,665.380005,695.590027,664.309998,687.22998,687.22998,0,Train
3/19/2009,694.349976,695.25,682.940002,686.400024,686.400024,0,Train
3/20/2009,687.02002,693.409973,659.950012,666.75,666.75,0,Train
3/23/2009,682.900024,709.380005,678.929993,709.380005,709.380005,0,Train
3/24/2009,700.25,706.299988,692.48999,695.030029,695.030029,0,Train
3/25/2009,701.580017,713.869995,681.130005,698.080017,698.080017,0,Train
3/26/2009,710.25,728.76001,706.359985,728.76001,728.76001,0,Train
3/27/2009,713.900024,716.880005,703.26001,704.919983,704.919983,0,Train
3/30/2009,692.070007,692.109985,673.080017,682.299988,682.299988,0,Train
3/31/2009,689.820007,705.869995,688.619995,692.710022,692.710022,0,Train
4/1/2009,682.599976,708.820007,679.549988,707.700012,707.700012,0,Train
4/2/2009,722.440002,747.590027,721.109985,734.539978,734.539978,0,Train
4/3/2009,738.960022,751.460022,730.97998,751.460022,751.460022,0,Train
4/6/2009,736.030029,741.950012,725.710022,740.789978,740.789978,0,Train
4/7/2009,729.109985,730.059998,713.01001,717.400024,717.400024,0,Train
4/8/2009,726.400024,743.48999,721.47998,739.200012,739.200012,0,Train
4/9/2009,753.140015,768.340027,751.570007,766.650024,766.650024,0,Train
4/13/2009,759.440002,764.679993,747.909973,759.609985,759.609985,0,Train
4/14/2009,754.460022,765.51001,746.679993,755.640015,755.640015,0,Train
4/15/2009,746.059998,748.539978,734.380005,747.809998,747.809998,0,Train
4/16/2009,760.359985,776.390015,750.619995,773.390015,773.390015,0,Train
4/17/2009,769.320007,779.890015,762.669983,776.369995,776.369995,0,Train
4/20/2009,765.309998,765.599976,747.609985,749.599976,749.599976,0,Train
4/21/2009,746.530029,763.02002,746.090027,759.929993,759.929993,0,Train
4/22/2009,751.47998,789.130005,747,771.460022,771.460022,0,Train
4/23/2009,768.159973,769.849976,751.109985,767.280029,767.280029,0,Train
4/24/2009,774.340027,791.98999,766.289978,789.679993,789.679993,0,Train
4/27/2009,776.880005,793.440002,774.299988,780.090027,780.090027,0,Train
4/28/2009,774.73999,780.169983,767.940002,772.140015,772.140015,0,Train
4/29/2009,777.98999,797.200012,776.26001,786.969971,786.969971,0,Train
4/30/2009,798.340027,817.25,795.940002,805.859985,805.859985,0,Train
5/1/2009,807.919983,818.030029,800.820007,812.789978,812.789978,0,Train
5/4/2009,821.429993,837.390015,819.440002,837.210022,837.210022,0,Train
5/5/2009,834.599976,835.52002,820.960022,829.890015,829.890015,0,Train
5/6/2009,836.75,838.059998,813.400024,831.119995,831.119995,0,Train
5/7/2009,833.51001,833.76001,786.799988,794.330017,794.330017,0,Train
5/8/2009,802.530029,803.080017,779.390015,790.929993,790.929993,0,Train
5/11/2009,778.880005,799.97998,774.049988,790.880005,790.880005,0,Train
5/12/2009,795.51001,795.669983,769.799988,781.320007,781.320007,0,Train
5/13/2009,772.190002,774.530029,757.179993,758.719971,758.719971,0,Train
5/14/2009,765.080017,778.890015,762.73999,773.809998,773.809998,0,Train
5/15/2009,771.619995,784.890015,768.380005,773.369995,773.369995,0,Train
5/18/2009,783.460022,796.799988,778.820007,796.799988,796.799988,0,Train
5/19/2009,793.320007,814.669983,788.950012,805.309998,805.309998,0,Train
5/20/2009,808.469971,822.919983,798.460022,801.630005,801.630005,0,Train
5/21/2009,793.559998,802.530029,783.200012,792.159973,792.159973,0,Train
5/22/2009,796.73999,803.890015,785.76001,794.5,794.5,0,Train
5/26/2009,786.289978,825.080017,785.950012,824.590027,824.590027,0,Train
5/27/2009,821.390015,836.789978,817.48999,818.599976,818.599976,0,Train
5/28/2009,826.25,833.280029,810.450012,831.369995,831.369995,0,Train
5/29/2009,832.349976,839.22998,824.820007,839.22998,839.22998,0,Train
6/1/2009,849.549988,875.869995,848.609985,872.51001,872.51001,0,Train
6/2/2009,866.099976,873.469971,853.5,858.76001,858.76001,0,Train
6/3/2009,851.690002,852.830017,837.849976,848.469971,848.469971,0,Train
6/4/2009,849.559998,863.76001,848.869995,863.030029,863.030029,0,Train
6/5/2009,868.070007,869.419983,851.390015,860.900024,860.900024,0,Train
6/8/2009,854.409973,861.530029,841.190002,855.059998,855.059998,0,Train
6/9/2009,864.419983,880.809998,864.150024,875.390015,875.390015,0,Train
6/10/2009,881.570007,881.659973,862.159973,874.5,874.5,0,Train
6/11/2009,874.080017,884.880005,872.570007,876.179993,876.179993,0,Train
6/12/2009,872.409973,872.869995,857.789978,871.919983,871.919983,0,Train
6/15/2009,861.280029,863.460022,843.780029,853.859985,853.859985,0,Train
6/16/2009,858.47998,860.549988,839.830017,840.090027,840.090027,0,Train
6/17/2009,844.419983,852.679993,831.700012,844.590027,844.590027,0,Train
6/18/2009,843.919983,845.409973,831.809998,835.409973,835.409973,0,Train
6/19/2009,842.48999,851.719971,840.700012,846.030029,846.030029,0,Train
6/22/2009,835.539978,839.23999,815.75,815.890015,815.890015,0,Train
6/23/2009,818.01001,820.349976,806.289978,816.429993,816.429993,0,Train
6/24/2009,823.340027,840.02002,822.840027,832.849976,832.849976,0,Train
6/25/2009,827.909973,847.619995,824.330017,846.570007,846.570007,0,Train
6/26/2009,843.130005,853.200012,842.01001,849.22998,849.22998,0,Train
6/29/2009,851.059998,856.549988,843.390015,851.130005,851.130005,0,Train
6/30/2009,851.030029,857.5,841.460022,848.27002,848.27002,0,Train
7/1/2009,851.780029,864.630005,851.039978,854.26001,854.26001,0,Train
7/2/2009,843.700012,844.320007,834.130005,839.25,839.25,0,Train
7/6/2009,835.200012,840.450012,825.320007,835.090027,835.090027,0,Train
7/7/2009,836.469971,839.940002,812.25,812.880005,812.880005,0,Train
7/8/2009,815.01001,815.47998,799.799988,809.190002,809.190002,0,Train
7/9/2009,816.01001,825.869995,812.130005,820.390015,820.390015,0,Train
7/10/2009,818.159973,831.26001,816.27002,826.73999,826.73999,0,Train
7/13/2009,828.849976,842.659973,812.840027,842.659973,842.659973,0,Train
7/14/2009,841.460022,851.23999,839.140015,849.059998,849.059998,0,Train
7/15/2009,866.460022,884.73999,865.169983,884.530029,884.530029,0,Train
7/16/2009,880.150024,899.400024,879.109985,897.549988,897.549988,0,Train
7/17/2009,895.289978,904.390015,889.690002,904.27002,904.27002,0,Train
7/20/2009,909.059998,916.72998,904.859985,916.219971,916.219971,0,Train
7/21/2009,917.130005,921.210022,903.960022,921.210022,921.210022,0,Train
7/22/2009,917.150024,936.5,915.02002,932.72998,932.72998,0,Train
7/23/2009,925.690002,955.179993,925.179993,951.460022,951.460022,0,Train
7/24/2009,937.52002,952.150024,933.22998,951.570007,951.570007,0,Train
7/27/2009,950.809998,955.450012,940.840027,953.280029,953.280029,0,Train
7/28/2009,950.919983,960.880005,944.049988,957.280029,957.280029,0,Train
7/29/2009,949.909973,951.409973,939.809998,949.210022,949.210022,0,Train
7/30/2009,952.580017,960.419983,941,943.590027,943.590027,0,Train
7/31/2009,945.289978,951.450012,939.539978,941.690002,941.690002,0,Train
8/3/2009,951.469971,957.77002,947.01001,956.700012,956.700012,0,Train
8/4/2009,953.070007,965.23999,952.340027,960.650024,960.650024,0,Train
8/5/2009,961.840027,963.48999,946.599976,955.23999,955.23999,0,Train
8/6/2009,955.22998,961.330017,940.880005,943.570007,943.570007,0,Train
8/7/2009,955.219971,959.47998,945.530029,951.530029,951.530029,0,Train
8/10/2009,947.119995,953.880005,939.409973,945.52002,945.52002,0,Train
8/11/2009,942.349976,946.820007,932.460022,936.450012,936.450012,0,Train
8/12/2009,937.98999,965.099976,937.539978,957.280029,957.280029,0,Train
8/13/2009,962.409973,968.590027,950.640015,968.349976,968.349976,0,Train
8/14/2009,964.909973,965.440002,947.380005,955.700012,955.700012,0,Train
8/17/2009,938.280029,938.679993,925.099976,926.840027,926.840027,0,Train
8/18/2009,930.47998,944.719971,930.330017,943.400024,943.400024,0,Train
8/19/2009,930.419983,951.039978,928.75,947.98999,947.98999,0,Train
8/20/2009,946.140015,957.109985,944.73999,955.799988,955.799988,0,Train
8/21/2009,958.049988,969.140015,952.780029,968.700012,968.700012,0,Train
8/24/2009,970.429993,975.440002,958.219971,961.23999,961.23999,0,Train
8/25/2009,965.390015,969.890015,959.150024,962.710022,962.710022,0,Train
8/26/2009,963.140015,970.289978,958.780029,965.659973,965.659973,0,Train
8/27/2009,965.190002,974.059998,951.299988,973.190002,973.190002,0,Train
8/28/2009,989.409973,1000.179993,973.27002,980.799988,980.799988,0,Train
8/31/2009,972.820007,973.440002,962.219971,966.859985,966.859985,0,Train
9/1/2009,964.679993,983.419983,943.710022,946.109985,946.109985,0,Train
9/2/2009,942.080017,952.75,940.369995,944.349976,944.349976,0,Train
9/3/2009,949.039978,954.27002,939.900024,953.690002,953.690002,0,Train
9/4/2009,956.219971,977.369995,954.669983,976.929993,976.929993,0,Train
9/8/2009,985.390015,992.710022,981.299988,992.549988,992.549988,0,Train
9/9/2009,992.359985,1007.210022,987.369995,1005.369995,1005.369995,0,Train
9/10/2009,1004.580017,1021.849976,1002.710022,1021.409973,1021.409973,0,Train
9/11/2009,1019.400024,1023.690002,1010.799988,1017.710022,1017.710022,0,Train
9/14/2009,1011.799988,1020.140015,1011.780029,1020.030029,1020.030029,0,Train
9/15/2009,1018.98999,1028.170044,1018.409973,1026.630005,1026.630005,0,Train
9/16/2009,1026.619995,1033.920044,1021.950012,1033.920044,1033.920044,0,Train
9/17/2009,1030.630005,1034.689941,1018.880005,1023.030029,1023.030029,0,Train
9/18/2009,1026.869995,1031.25,1018.700012,1026.52002,1026.52002,0,Train
9/21/2009,1020.609985,1032.699951,1018.890015,1028.560059,1028.560059,0,Train
9/22/2009,1034.390015,1036.130005,1029.140015,1032.790039,1032.790039,0,Train
9/23/2009,1039.849976,1052.079956,1032.670044,1033.170044,1033.170044,0,Train
9/24/2009,1038.780029,1039.119995,1013.590027,1019.669983,1019.669983,0,Train
9/25/2009,1011.919983,1019.530029,1006.98999,1010.530029,1010.530029,0,Train
9/28/2009,1017.140015,1038.23999,1016.580017,1031.52002,1031.52002,0,Train
9/29/2009,1031.390015,1037.27002,1019.469971,1022.440002,1022.440002,0,Train
9/30/2009,1026.859985,1039.290039,1009.97998,1030.180054,1030.180054,0,Train
10/1/2009,1025.829956,1026.650024,993.109985,993.109985,993.109985,0,Train
10/2/2009,982.200012,999.669983,982.200012,988.640015,988.640015,0,Train
10/5/2009,994.27002,1006.549988,987.820007,1002.5,1002.5,0,Train
10/6/2009,1008.72998,1025.819946,1008.419983,1022.710022,1022.710022,0,Train
10/7/2009,1018.929993,1023.280029,1015.23999,1022.130005,1022.130005,0,Train
10/8/2009,1027.699951,1032.5,1017.710022,1027.27002,1027.27002,0,Train
10/9/2009,1023.059998,1044.050049,1022.849976,1043.209961,1043.209961,0,Train
10/12/2009,1046.880005,1057.089966,1041.910034,1048.800049,1048.800049,0,Train
10/13/2009,1049.869995,1057.300049,1046.099976,1051.699951,1051.699951,0,Train
10/14/2009,1068.52002,1069.969971,1058.97998,1064.689941,1064.689941,0,Train
10/15/2009,1059.660034,1060.23999,1052,1059.060059,1059.060059,0,Train
10/16/2009,1054.310059,1054.359985,1037.199951,1048.040039,1048.040039,0,Train
10/19/2009,1051.390015,1063.829956,1044.5,1062.5,1062.5,0,Train
10/20/2009,1063.119995,1065.630005,1049.650024,1057.569946,1057.569946,0,Train
10/21/2009,1056.839966,1071.089966,1048.630005,1050.380005,1050.380005,0,Train
10/22/2009,1052.189941,1065.430054,1040.449951,1063.439941,1063.439941,0,Train
10/23/2009,1063.97998,1067.47998,1044.719971,1048.449951,1048.449951,0,Train
10/26/2009,1050.660034,1066.099976,1038.869995,1043.420044,1043.420044,0,Train
10/27/2009,1041.880005,1046.880005,1019.869995,1024.550049,1024.550049,0,Train
10/28/2009,1019.090027,1025.939941,995.349976,996.820007,996.820007,0,Train
10/29/2009,1009.5,1024.819946,1009.210022,1022.950012,1022.950012,0,Train
10/30/2009,1017.869995,1020.77002,991.200012,993.72998,993.72998,0,Train
11/2/2009,993.280029,1006.719971,984.619995,997.659973,997.659973,0,Train
11/3/2009,989.539978,999.179993,986.719971,999.159973,999.159973,0,Train
11/4/2009,1003.890015,1016.280029,1001.97998,1003.210022,1003.210022,0,Train
11/5/2009,1016.109985,1031.189941,1013.5,1026.869995,1026.869995,0,Train
11/6/2009,1017.669983,1032.199951,1016.929993,1029.76001,1029.76001,0,Train
11/9/2009,1037.599976,1057.280029,1037.560059,1056.569946,1056.569946,0,Train
11/10/2009,1055.099976,1061.930054,1049.670044,1055.079956,1055.079956,0,Train
11/11/2009,1062.76001,1071.969971,1055.849976,1062.900024,1062.900024,0,Train
11/12/2009,1063.359985,1070.800049,1051.839966,1053.680054,1053.680054,0,Train
11/13/2009,1058.050049,1067.719971,1053.859985,1065.060059,1065.060059,0,Train
11/16/2009,1069.719971,1084.140015,1068.949951,1080.119995,1080.119995,0,Train
11/17/2009,1076.219971,1083.089966,1072.150024,1083.089966,1083.089966,0,Train
11/18/2009,1077.050049,1077.050049,1062.890015,1069.589966,1069.589966,0,Train
11/19/2009,1058.790039,1059,1040.119995,1048.609985,1048.609985,0,Train
11/20/2009,1038.359985,1041.800049,1033.400024,1037.530029,1037.530029,0,Train
11/23/2009,1049.410034,1061.939941,1049.209961,1055.589966,1055.589966,0,Train
11/24/2009,1054.930054,1056.140015,1045.030029,1051.550049,1051.550049,0,Train
11/25/2009,1053.880005,1057.780029,1052.26001,1056.939941,1056.939941,0,Train
11/27/2009,1025.819946,1045.810059,1025.359985,1038.75,1038.75,0,Train
11/30/2009,1035.079956,1040.119995,1026.089966,1037.619995,1037.619995,0,Train
12/1/2009,1048.430054,1061.660034,1048.430054,1057.75,1057.75,0,Train
12/2/2009,1059.280029,1071.079956,1058.76001,1064.839966,1064.839966,0,Train
12/3/2009,1067.069946,1073.660034,1060.459961,1061.150024,1061.150024,0,Train
12/4/2009,1078.390015,1086.27002,1062.199951,1077.069946,1077.069946,0,Train
12/7/2009,1078.02002,1087.540039,1074.390015,1078.050049,1078.050049,0,Train
12/8/2009,1071.48999,1079.099976,1060.949951,1072.219971,1072.219971,0,Train
12/9/2009,1069.97998,1081.420044,1063.719971,1080.25,1080.25,0,Train
12/10/2009,1085.150024,1089.76001,1081.02002,1081.859985,1081.859985,0,Train
12/11/2009,1087.219971,1088.439941,1070.949951,1075.699951,1075.699951,0,Train
12/14/2009,1083.920044,1090.060059,1078.5,1089.339966,1089.339966,0,Train
12/15/2009,1085.800049,1095.060059,1083.109985,1085.72998,1085.72998,0,Train
12/16/2009,1091.810059,1107.709961,1091.77002,1102.349976,1102.349976,0,Train
12/17/2009,1096.030029,1100.640015,1087.51001,1088.060059,1088.060059,0,Train
12/18/2009,1096.380005,1105.900024,1093.380005,1105.719971,1105.719971,0,Train
12/21/2009,1111.689941,1122.26001,1111.680054,1119.609985,1119.609985,0,Train
12/22/2009,1121.310059,1127.349976,1120.880005,1124.939941,1124.939941,0,Train
12/23/2009,1129.099976,1135.27002,1126.150024,1134.630005,1134.630005,0,Train
12/24/2009,1136.72998,1148.280029,1136.319946,1148.27002,1148.27002,0,Train
12/28/2009,1149.599976,1154.410034,1139.300049,1145.300049,1145.300049,0,Train
12/29/2009,1144.969971,1145.25,1137.349976,1139.969971,1139.969971,0,Train
12/30/2009,1140.630005,1149.76001,1139.969971,1149.72998,1149.72998,0,Train
12/31/2009,1150.51001,1152.589966,1137.920044,1137.920044,1137.920044,0,Train
1/4/2010,1152.609985,1160.51001,1152.280029,1156.650024,1156.650024,0,Train
1/5/2010,1157.939941,1160.280029,1149,1157.060059,1157.060059,0,Train
1/6/2010,1156.040039,1161.109985,1148.790039,1151.859985,1151.859985,0,Train
1/7/2010,1147.140015,1149.630005,1138.199951,1142.26001,1142.26001,0,Train
1/8/2010,1139.920044,1155.839966,1138.160034,1154.76001,1154.76001,0,Train
1/11/2010,1159.609985,1161.469971,1143.410034,1150.819946,1150.819946,0,Train
1/12/2010,1144.550049,1145.310059,1124.099976,1130.699951,1130.699951,0,Train
1/13/2010,1140.880005,1153.550049,1127.439941,1149.75,1149.75,0,Train
1/14/2010,1146.75,1153.670044,1144.290039,1151.099976,1151.099976,0,Train
1/15/2010,1150.859985,1153.089966,1125.890015,1130.48999,1130.48999,0,Train
1/19/2010,1131.560059,1146.410034,1131.560059,1145.25,1145.25,0,Train
1/20/2010,1134.530029,1136.290039,1115.189941,1129.660034,1129.660034,0,Train
1/21/2010,1135.97998,1147.560059,1117.589966,1123.72998,1123.72998,0,Train
1/22/2010,1118.060059,1119.160034,1078.569946,1080.939941,1080.939941,0,Train
1/25/2010,1088.670044,1096.420044,1081.819946,1087.540039,1087.540039,0,Train
1/26/2010,1084.640015,1099.550049,1078.910034,1086.300049,1086.300049,0,Train
1/27/2010,1085.420044,1097.02002,1076.23999,1094.530029,1094.530029,0,Train
1/28/2010,1091.959961,1093.01001,1056.030029,1065.300049,1065.300049,0,Train
1/29/2010,1071.800049,1073.109985,1030,1035.380005,1035.380005,0,Train
2/1/2010,1041.030029,1057.380005,1040.900024,1057.329956,1057.329956,0,Train
2/2/2010,1056.599976,1069.47998,1050.339966,1066.920044,1066.920044,0,Train
2/3/2010,1057.540039,1072.300049,1057.189941,1070.72998,1070.72998,0,Train
2/4/2010,1059.329956,1060.550049,1035.920044,1035.920044,1035.920044,0,Train
2/5/2010,1040.030029,1052.819946,1028.300049,1051.099976,1051.099976,0,Train
2/8/2010,1049.199951,1060.709961,1041.949951,1046.040039,1046.040039,0,Train
2/9/2010,1059.810059,1067.73999,1047.949951,1059.109985,1059.109985,0,Train
2/10/2010,1061.790039,1068.51001,1052.47998,1061,1061,0,Train
2/11/2010,1060.73999,1082.540039,1053.439941,1079.390015,1079.390015,0,Train
2/12/2010,1067.829956,1084.930054,1061.859985,1080.02002,1080.02002,0,Train
2/16/2010,1088.910034,1099.280029,1083.209961,1098.810059,1098.810059,0,Train
2/17/2010,1104.439941,1104.829956,1095.579956,1103.219971,1103.219971,0,Train
2/18/2010,1099.839966,1111.829956,1094.170044,1110.390015,1110.390015,0,Train
2/19/2010,1107.680054,1116.22998,1104.599976,1111.050049,1111.050049,0,Train
2/22/2010,1115.26001,1115.790039,1104.25,1106.560059,1106.560059,0,Train
2/23/2010,1104.449951,1104.48999,1082.150024,1087.680054,1087.680054,0,Train
2/24/2010,1096.380005,1109.810059,1096.319946,1103.119995,1103.119995,0,Train
2/25/2010,1086.01001,1102.030029,1077.119995,1100.040039,1100.040039,0,Train
2/26/2010,1099.719971,1104.550049,1092.030029,1102.939941,1102.939941,0,Train
3/1/2010,1108.319946,1129.089966,1108.319946,1128.079956,1128.079956,0,Train
3/2/2010,1132.390015,1137.709961,1124.890015,1127.76001,1127.76001,0,Train
3/3/2010,1130.22998,1132.780029,1119.780029,1122.540039,1122.540039,0,Train
3/4/2010,1123.089966,1125.959961,1114.349976,1125.390015,1125.390015,0,Train
3/5/2010,1131.290039,1143.579956,1126.920044,1141.290039,1141.290039,0,Train
3/8/2010,1142.670044,1147.76001,1142.579956,1144.430054,1144.430054,0,Train
3/9/2010,1142.02002,1155.859985,1141.839966,1148.359985,1148.359985,0,Train
3/10/2010,1148.660034,1162.98999,1148.660034,1161.02002,1161.02002,0,Train
3/11/2010,1156.050049,1160.97998,1150.790039,1160.97998,1160.97998,0,Train
3/12/2010,1163.109985,1163.25,1154.619995,1159.560059,1159.560059,0,Train
3/15/2010,1157.209961,1160.180054,1148.589966,1156.319946,1156.319946,0,Train
3/16/2010,1159.910034,1170.060059,1156.469971,1168.579956,1168.579956,0,Train
3/17/2010,1170.359985,1180.540039,1170.069946,1173.050049,1173.050049,0,Train
3/18/2010,1173.48999,1176.73999,1167.589966,1173.099976,1173.099976,0,Train
3/19/2010,1172.890015,1175.23999,1156.26001,1160.75,1160.75,0,Train
3/22/2010,1155.160034,1180.430054,1154.099976,1177.040039,1177.040039,0,Train
3/23/2010,1179.02002,1192.51001,1177.569946,1191.290039,1191.290039,0,Train
3/24/2010,1186.099976,1188.040039,1179.640015,1180.73999,1180.73999,0,Train
3/25/2010,1192.030029,1195.869995,1176.449951,1176.849976,1176.849976,0,Train
3/26/2010,1181.680054,1183.540039,1166.900024,1173.030029,1173.030029,0,Train
3/29/2010,1176.910034,1182.050049,1173.349976,1176.369995,1176.369995,0,Train
3/30/2010,1176.699951,1182.849976,1167.920044,1178.23999,1178.23999,0,Train
3/31/2010,1173.5,1181.75,1169.959961,1172.630005,1172.630005,0,Train
4/1/2010,1178.640015,1189.209961,1163.109985,1172.550049,1172.550049,0,Train
4/5/2010,1177.02002,1192.540039,1174.97998,1191.27002,1191.27002,0,Train
4/6/2010,1185.390015,1199.119995,1182.650024,1195.650024,1195.650024,0,Train
4/7/2010,1193.140015,1197.73999,1184.530029,1190.589966,1190.589966,0,Train
4/8/2010,1186.599976,1190.959961,1176.119995,1188.439941,1188.439941,0,Train
4/9/2010,1190.810059,1202.339966,1187.630005,1202.130005,1202.130005,0,Train
4/12/2010,1202.359985,1210.560059,1199.209961,1205.920044,1205.920044,0,Train
4/13/2010,1205.77002,1212.170044,1199.77002,1210.400024,1210.400024,0,Train
4/14/2010,1223.22998,1239.829956,1223.209961,1238.699951,1238.699951,0,Train
4/15/2010,1236.689941,1247.300049,1235.97998,1243.280029,1243.280029,0,Train
4/16/2010,1236.939941,1238.819946,1216.77002,1226.650024,1226.650024,0,Train
4/19/2010,1222.660034,1226.930054,1204.47998,1220.890015,1220.890015,0,Train
4/20/2010,1229.589966,1237.73999,1223.560059,1236.790039,1236.790039,0,Train
4/21/2010,1240.140015,1244.02002,1223.48999,1234.170044,1234.170044,0,Train
4/22/2010,1221.47998,1247.849976,1211.040039,1246.180054,1246.180054,0,Train
4/23/2010,1243.75,1254.599976,1238.72998,1254.030029,1254.030029,0,Train
4/26/2010,1253.199951,1258.069946,1246.060059,1249.930054,1249.930054,0,Train
4/27/2010,1243.890015,1250.079956,1217.23999,1219.670044,1219.670044,0,Train
4/28/2010,1226.280029,1230.390015,1212.030029,1224.589966,1224.589966,0,Train
4/29/2010,1230.369995,1240.040039,1225.380005,1238.800049,1238.800049,0,Train
4/30/2010,1235.5,1236.180054,1205.319946,1205.670044,1205.670044,0,Train
5/3/2010,1211.25,1230.25,1211.25,1226.339966,1226.339966,0,Train
5/4/2010,1209.98999,1209.98999,1173.650024,1184.310059,1184.310059,0,Train
5/5/2010,1175.699951,1188.890015,1166.77002,1175.410034,1175.410034,0,Train
5/6/2010,1170.780029,1182.599976,1069.530029,1139.300049,1139.300049,0,Train
5/7/2010,1130.030029,1144,1086.819946,1114.23999,1114.23999,0,Train
5/10/2010,1164.150024,1173.52002,1160.040039,1173.52002,1173.52002,0,Train
5/11/2010,1158.530029,1189.02002,1156.430054,1171.060059,1171.060059,0,Train
5/12/2010,1178.390015,1200.119995,1175.76001,1199.22998,1199.22998,0,Train
5/13/2010,1193.670044,1206.469971,1174.469971,1177.930054,1177.930054,0,Train
5/14/2010,1163.949951,1164.25,1131.380005,1148.550049,1148.550049,0,Train
5/17/2010,1148.959961,1158.150024,1127.290039,1155.569946,1155.569946,0,Train
5/18/2010,1166.900024,1167.650024,1129.910034,1135.47998,1135.47998,0,Train
5/19/2010,1131.23999,1145.640015,1114.459961,1130.819946,1130.819946,0,Train
5/20/2010,1104.680054,1114.650024,1084.369995,1090.77002,1090.77002,0,Train
5/21/2010,1074.660034,1119.560059,1071.170044,1109.310059,1109.310059,0,Train
5/24/2010,1101.439941,1114.089966,1095.099976,1096.01001,1096.01001,0,Train
5/25/2010,1065.280029,1094.959961,1055.98999,1094.290039,1094.290039,0,Train
5/26/2010,1103.630005,1118.930054,1084.199951,1085.930054,1085.930054,0,Train
5/27/2010,1114.23999,1136.109985,1112.359985,1135.859985,1135.859985,0,Train
5/28/2010,1133.170044,1134.959961,1113.939941,1125.400024,1125.400024,0,Train
6/1/2010,1118.27002,1139.050049,1105.609985,1106.880005,1106.880005,0,Train
