Date,Open,High,Low,Close,Adj Close,Volume
2016-02-25,131.479996,132.559998,131.320007,131.679993,117.632149,6097200
2016-02-26,130.309998,130.809998,130.039993,130.410004,116.497665,9245000
2016-02-29,130.470001,131.169998,130.419998,130.979996,117.006889,8016100
2016-03-01,130.820007,130.850006,128.320007,128.429993,114.946518,13729100
2016-03-02,128.320007,128.970001,128.210007,128.960007,115.420937,7047700
2016-03-03,129.070007,129.940002,128.770004,129.429993,115.841537,6394800
2016-03-04,128.750000,129.130005,127.760002,128.600006,115.098694,8687000
2016-03-07,128.449997,128.669998,128.050003,128.559998,115.062874,5493300
2016-03-08,130.350006,130.990005,129.949997,129.979996,116.333778,7175400
2016-03-09,129.080002,129.690002,128.809998,129.190002,115.626747,7194700
2016-03-10,129.500000,129.839996,127.919998,128.660004,115.152412,10091600
2016-03-11,128.820007,128.880005,127.209999,127.360001,113.988876,8927000
2016-03-14,127.820000,128.389999,127.660004,127.760002,114.346909,5177000
2016-03-15,128.500000,128.660004,127.610001,127.879997,114.454285,6413200
2016-03-16,127.750000,128.520004,127.370003,128.259995,114.794388,9728900
2016-03-17,128.509995,129.339996,128.490005,128.789993,115.268707,7805500
2016-03-18,129.039993,129.509995,128.699997,129.059998,115.510345,8198600
2016-03-21,128.250000,128.619995,127.750000,128.070007,114.624344,5514800
2016-03-22,128.830002,129.020004,127.919998,128.039993,114.597450,4997900
2016-03-23,128.410004,129.820007,128.289993,129.490005,115.895241,10628200
2016-03-24,130.580002,130.639999,129.000000,129.539993,115.939995,6343300
2016-03-28,129.380005,130.160004,129.279999,129.710007,116.092186,5058700
2016-03-29,130.380005,131.089996,130.020004,131.070007,117.309380,9396700
2016-03-30,130.029999,130.070007,128.979996,129.690002,116.074242,8478700
2016-03-31,129.979996,130.809998,129.789993,130.610001,116.897682,7832300
2016-04-01,130.979996,131.130005,129.899994,130.679993,117.202606,9341400
2016-04-04,130.789993,130.970001,130.270004,130.759995,117.274361,5145100
2016-04-05,132.009995,132.360001,131.779999,132.190002,118.556900,6482800
2016-04-06,131.529999,131.669998,130.740005,131.229996,117.695877,6393700
2016-04-07,132.190002,132.990005,132.009995,132.850006,119.148819,5963300
2016-04-08,132.169998,132.399994,131.639999,132.009995,118.395447,5584800
2016-04-11,131.320007,132.179993,131.110001,131.839996,118.242966,4805500
2016-04-12,131.080002,131.550003,130.529999,130.929993,117.426804,4276000
2016-04-13,130.690002,131.580002,130.520004,131.389999,117.839363,5207900
2016-04-14,130.910004,131.309998,130.490005,130.759995,117.274361,6967000
2016-04-15,131.289993,132.160004,131.250000,131.880005,118.278839,5831100
2016-04-18,131.330002,131.440002,130.660004,131.309998,117.767609,4486600
2016-04-19,131.080002,131.309998,130.289993,130.899994,117.399918,5212200
2016-04-20,131.160004,131.649994,129.270004,129.460007,116.108437,10920700
2016-04-21,128.440002,129.070007,128.289993,128.690002,115.417824,11154200
2016-04-22,128.850006,128.910004,128.240005,128.360001,115.121849,5826400
2016-04-25,128.059998,128.520004,127.830002,127.830002,114.646545,5539500
2016-04-26,127.760002,127.760002,127.120003,127.250000,114.126350,7840000
2016-04-27,127.919998,128.820007,127.620003,128.520004,115.265373,8380100
2016-04-28,128.210007,129.139999,128.039993,129.050003,115.740707,7974600
2016-04-29,128.449997,129.710007,128.199997,129.380005,116.036659,7416300
2016-05-02,128.660004,128.899994,127.800003,127.820000,114.868385,11035200
2016-05-03,129.550003,130.020004,129.350006,129.429993,116.315247,10736700
2016-05-04,129.679993,130.169998,129.190002,130.139999,116.953278,7211200
2016-05-05,130.059998,131.070007,129.699997,131.009995,117.735146,7870400
2016-05-06,130.850006,130.860001,130.289993,130.449997,117.231941,7232500
2016-05-09,130.460007,130.889999,130.320007,130.860001,117.600357,4950800
2016-05-10,130.850006,131.119995,130.649994,130.869995,117.609322,4331900
2016-05-11,130.830002,132.000000,130.660004,131.610001,118.274391,9256000
2016-05-12,130.660004,131.169998,130.589996,131.009995,117.735146,6087400
2016-05-13,131.479996,132.320007,131.229996,132.279999,118.876450,8707300
2016-05-16,131.639999,131.660004,130.979996,131.139999,117.851982,5137000
2016-05-17,131.210007,131.830002,131.210007,131.360001,118.049683,4449100
2016-05-18,130.809998,130.850006,128.910004,129.490005,116.369186,12681000
2016-05-19,129.679993,130.330002,129.649994,130.050003,116.872444,6209400
2016-05-20,129.649994,130.399994,129.550003,130.149994,116.962296,5348900
2016-05-23,130.360001,130.729996,129.919998,130.440002,117.222893,6979700
2016-05-24,129.970001,130.190002,129.240005,129.860001,116.701691,5968200
2016-05-25,129.830002,130.250000,129.309998,129.369995,116.261337,6367400
2016-05-26,129.809998,130.449997,129.800003,130.039993,116.863434,5419300
2016-05-27,130.070007,130.259995,129.699997,129.850006,116.692711,5267600
2016-05-31,129.020004,130.440002,128.979996,130.160004,116.971275,8344300
2016-06-01,130.630005,131.270004,130.110001,130.419998,117.445877,9874900
2016-06-02,130.899994,131.690002,130.869995,131.360001,118.292336,5835400
2016-06-03,132.860001,133.229996,132.600006,133.229996,119.976311,11077200
2016-06-06,132.779999,132.889999,132.100006,132.240005,119.084778,7573700
2016-06-07,132.639999,132.979996,132.539993,132.559998,119.373001,4680200
2016-06-08,132.869995,133.429993,132.710007,133.270004,120.012360,5313200
2016-06-09,134.320007,134.539993,133.929993,134.130005,120.786774,6820300
2016-06-10,134.789993,135.330002,134.259995,134.779999,121.372154,6984600
2016-06-13,135.089996,135.389999,134.770004,135.380005,121.912453,7283300
2016-06-14,136.190002,136.220001,135.220001,135.279999,121.822395,9012500
2016-06-15,135.520004,136.229996,135.309998,135.800003,122.290672,7953200
2016-06-16,136.740005,137.559998,136.179993,136.460007,122.884995,10372700
2016-06-17,136.199997,136.270004,135.259995,135.610001,122.119530,8489900
