Date,Open,High,Low,Close,Adj Close,Volume
2009-01-02,87.949997,90.620003,87.570000,90.199997,67.574280,24558800
2009-01-05,89.870003,90.330002,88.870003,89.699997,67.199669,25612100
2009-01-06,90.180000,90.900002,89.379997,90.150002,67.536774,37258400
2009-01-07,88.879997,89.180000,87.230003,87.860001,65.821243,33165500
2009-01-08,87.070000,87.570000,86.550003,87.430000,65.499077,23641700
2009-01-09,87.669998,87.760002,85.839996,86.139999,64.532707,24494100
2009-01-12,85.769997,86.019997,84.260002,84.790001,63.521317,22622000
2009-01-13,84.610001,85.290001,83.830002,84.419998,63.244106,29846500
2009-01-14,83.160004,83.360001,81.480003,82.080002,61.491077,38850600
2009-01-15,82.070000,82.980003,80.040001,82.180000,61.565971,44216600
2009-01-16,83.220001,83.400002,81.029999,82.690002,62.054535,37613200
2009-01-20,82.209999,82.410004,79.360001,79.410004,59.593060,36892100
2009-01-21,80.650002,82.410004,79.349998,82.239998,61.716801,34826600
2009-01-22,80.900002,82.040001,79.550003,81.160004,60.906326,40157400
2009-01-23,79.500000,81.529999,79.050003,80.519997,60.426083,44701000
2009-01-26,80.860001,82.290001,80.190002,81.070000,60.838791,28917300
2009-01-27,81.489998,82.239998,80.800003,81.510002,61.169006,23352800
2009-01-28,83.040001,84.040001,82.589996,83.680000,62.797428,21080000
2009-01-29,82.580002,82.940002,81.349998,81.529999,61.184013,20825600
2009-01-30,81.830002,81.959999,79.599998,80.080002,60.095852,26172600
2009-02-02,79.139999,79.919998,78.650002,79.320000,59.525520,22968000
2009-02-03,79.779999,81.099998,79.019997,80.629997,60.508575,24065100
2009-02-04,80.800003,81.709999,79.339996,79.690002,59.803219,27506400
2009-02-05,79.260002,81.150002,78.500000,80.550003,60.448578,39865100
2009-02-06,80.870003,83.269997,80.720001,82.860001,62.182106,30049700
2009-02-09,82.800003,83.290001,82.099998,82.750000,62.099575,20793600
2009-02-10,82.230003,82.730003,78.610001,79.190002,59.427948,49006600
2009-02-11,79.620003,80.010002,78.680000,79.550003,59.698147,33244600
2009-02-12,78.430000,79.620003,77.150002,79.500000,59.660591,45482100
2009-02-13,79.480003,79.949997,78.470001,78.550003,58.947697,23850300
2009-02-17,76.599998,77.059998,75.720001,75.750000,56.846405,36731400
2009-02-18,76.250000,76.489998,75.089996,75.760002,56.853909,35793800
2009-02-19,76.430000,76.500000,74.800003,75.029999,56.306065,30933800
2009-02-20,73.320000,74.709999,72.480003,73.730003,55.601025,46343700
2009-02-23,74.239998,74.410004,71.070000,71.150002,53.655373,36003600
2009-02-24,71.570000,73.800003,71.150002,73.379997,55.337048,37524300
2009-02-25,73.029999,74.050003,71.559998,72.669998,54.801620,43668900
2009-02-26,73.480003,74.070000,71.760002,71.839996,54.175713,31367300
2009-02-27,70.629997,72.000000,70.370003,70.760002,53.361286,35756000
2009-03-02,69.650002,69.820000,67.589996,67.830002,51.151726,36931600
2009-03-03,68.480003,68.599998,67.089996,67.209999,50.684155,30799800
2009-03-04,68.349998,69.879997,67.629997,68.769997,51.860580,31996400
2009-03-05,67.500000,68.050003,65.529999,66.070000,49.824451,35056100
2009-03-06,66.540001,67.629997,64.779999,66.500000,50.148762,35830500
2009-03-09,65.510002,67.169998,65.250000,65.440002,49.349380,28114400
2009-03-10,66.620003,69.230003,66.540001,69.139999,52.139610,31008100
2009-03-11,69.690002,70.320000,68.820000,69.480003,52.395985,21875300
2009-03-12,69.379997,71.989998,68.849998,71.769997,54.122929,21938300
2009-03-13,72.190002,72.589996,71.199997,72.320000,54.537712,21835800
2009-03-16,72.970001,74.070000,72.199997,72.309998,54.530159,24509000
2009-03-17,72.290001,74.120003,71.860001,74.080002,55.864952,20439900
2009-03-18,73.489998,75.889999,72.720001,74.970001,56.536125,35906600
2009-03-19,75.830002,75.870003,73.830002,74.110001,55.887566,25410900
2009-03-20,74.430000,74.559998,72.529999,72.739998,54.985752,22996500
2009-03-23,74.550003,77.779999,74.169998,77.760002,58.780479,25706800
2009-03-24,76.910004,77.949997,76.440002,76.699997,57.979195,20383500
2009-03-25,77.250000,78.620003,75.480003,77.410004,58.515892,30263100
